N,P,K,temperature,ph,label
135,60,130,30,7,Sugarcane
140,60,130,30,7,Sugarcane
145,60,130,30,7,Sugarcane
150,60,130,30,7,Sugarcane
120,65,135,35,6,Sugarcane
125,65,135,35,6,Sugarcane
130,65,135,35,6,Sugarcane
135,65,135,35,6,Sugarcane
140,65,135,35,6,Sugarcane
145,65,135,35,6,Sugarcane
150,65,135,35,6,Sugarcane
120,70,140,20,6.5,Sugarcane
125,70,140,20,6.5,Sugarcane
130,70,140,20,6.5,Sugarcane
135,70,140,20,6.5,Sugarcane
140,70,140,20,6.5,Sugarcane
145,70,140,20,6.5,Sugarcane
150,70,140,20,6.5,Sugarcane
120,75,145,25,7,Sugarcane
125,75,145,25,7,Sugarcane
130,75,145,25,7,Sugarcane
135,75,145,25,7,Sugarcane
140,75,145,25,7,Sugarcane
145,75,145,25,7,Sugarcane
150,75,145,25,7,Sugarcane
120,80,150,30,6,Sugarcane
125,80,150,30,6,Sugarcane
130,80,150,30,6,Sugarcane
135,80,150,30,6,Sugarcane
140,80,150,30,6,Sugarcane
145,80,150,30,6,Sugarcane
150,80,150,30,6,Sugarcane
120,85,120,35,6.5,Sugarcane
125,85,120,35,6.5,Sugarcane
130,85,120,35,6.5,Sugarcane
135,85,120,35,6.5,Sugarcane
140,85,120,35,6.5,Sugarcane
145,85,120,35,6.5,Sugarcane
150,85,120,35,6.5,Sugarcane
120,90,125,20,7,Sugarcane
125,90,125,20,7,Sugarcane
130,90,125,20,7,Sugarcane
135,90,125,20,7,Sugarcane
140,90,125,20,7,Sugarcane
145,90,125,20,7,Sugarcane
150,90,125,20,7,Sugarcane
120,60,135,25,6,Sugarcane
125,60,135,25,6,Sugarcane
130,60,135,25,6,Sugarcane
135,60,135,25,6,Sugarcane
140,60,135,25,6,Sugarcane
145,60,135,25,6,Sugarcane
150,60,135,25,6,Sugarcane
120,65,140,30,6.5,Sugarcane
125,65,140,30,6.5,Sugarcane
130,65,140,30,6.5,Sugarcane
135,65,140,30,6.5,Sugarcane
140,65,140,30,6.5,Sugarcane
145,65,140,30,6.5,Sugarcane
150,65,140,30,6.5,Sugarcane
120,70,145,35,7,Sugarcane
125,70,145,35,7,Sugarcane
130,70,145,35,7,Sugarcane
135,70,145,35,7,Sugarcane
140,70,145,35,7,Sugarcane
145,70,145,35,7,Sugarcane
150,70,145,35,7,Sugarcane
120,75,150,20,6,Sugarcane
125,75,150,20,6,Sugarcane
130,75,150,20,6,Sugarcane
135,75,150,20,6,Sugarcane
140,75,150,20,6,Sugarcane
145,75,150,20,6,Sugarcane
150,75,150,20,6,Sugarcane
120,80,120,25,6.5,Sugarcane
125,80,120,25,6.5,Sugarcane
130,80,120,25,6.5,Sugarcane
135,80,120,25,6.5,Sugarcane
140,80,120,25,6.5,Sugarcane
145,80,120,25,6.5,Sugarcane
150,80,120,25,6.5,Sugarcane
120,85,125,30,7,Sugarcane
125,85,125,30,7,Sugarcane
130,85,125,30,7,Sugarcane
135,85,125,30,7,Sugarcane
140,85,125,30,7,Sugarcane
145,85,125,30,7,Sugarcane
150,85,125,30,7,Sugarcane
120,90,130,35,6,Sugarcane
125,90,130,35,6,Sugarcane
130,90,130,35,6,Sugarcane
135,90,130,35,6,Sugarcane
140,90,130,35,6,Sugarcane
145,90,130,35,6,Sugarcane
150,90,130,35,6,Sugarcane
120,60,140,20,6.5,Sugarcane
125,60,140,20,6.5,Sugarcane
130,60,140,20,6.5,Sugarcane
135,60,140,20,6.5,Sugarcane
140,60,140,20,6.5,Sugarcane
145,60,140,20,6.5,Sugarcane
150,60,140,20,6.5,Sugarcane
120,65,145,25,7,Sugarcane
125,65,145,25,7,Sugarcane
130,65,145,25,7,Sugarcane
135,65,145,25,7,Sugarcane
140,65,145,25,7,Sugarcane
145,65,145,25,7,Sugarcane
150,65,145,25,7,Sugarcane
120,70,150,30,6,Sugarcane
125,70,150,30,6,Sugarcane
130,70,150,30,6,Sugarcane
135,70,150,30,6,Sugarcane
140,70,150,30,6,Sugarcane
145,70,150,30,6,Sugarcane
150,70,150,30,6,Sugarcane
120,75,120,35,6.5,Sugarcane
125,75,120,35,6.5,Sugarcane
130,75,120,35,6.5,Sugarcane
135,75,120,35,6.5,Sugarcane
140,75,120,35,6.5,Sugarcane
145,75,120,35,6.5,Sugarcane
150,75,120,35,6.5,Sugarcane
120,80,125,20,7,Sugarcane
125,80,125,20,7,Sugarcane
130,80,125,20,7,Sugarcane
135,80,125,20,7,Sugarcane
140,80,125,20,7,Sugarcane
145,80,125,20,7,Sugarcane
150,80,125,20,7,Sugarcane
120,85,130,25,6,Sugarcane
125,85,130,25,6,Sugarcane
130,85,130,25,6,Sugarcane
135,85,130,25,6,Sugarcane
140,85,130,25,6,Sugarcane
145,85,130,25,6,Sugarcane
150,85,130,25,6,Sugarcane
120,90,135,30,6.5,Sugarcane
125,90,135,30,6.5,Sugarcane
130,90,135,30,6.5,Sugarcane
135,90,135,30,6.5,Sugarcane
140,90,135,30,6.5,Sugarcane
145,90,135,30,6.5,Sugarcane
150,90,135,30,6.5,Sugarcane
120,60,145,35,7,Sugarcane
125,60,145,35,7,Sugarcane
130,60,145,35,7,Sugarcane
135,60,145,35,7,Sugarcane
140,60,145,35,7,Sugarcane
145,60,145,35,7,Sugarcane
150,60,145,35,7,Sugarcane
120,65,150,20,6,Sugarcane
125,65,150,20,6,Sugarcane
130,65,150,20,6,Sugarcane
135,65,150,20,6,Sugarcane
140,65,150,20,6,Sugarcane
145,65,150,20,6,Sugarcane
150,65,150,20,6,Sugarcane
120,70,120,25,6.5,Sugarcane
125,70,120,25,6.5,Sugarcane
130,70,120,25,6.5,Sugarcane
135,70,120,25,6.5,Sugarcane
140,70,120,25,6.5,Sugarcane
145,70,120,25,6.5,Sugarcane
150,70,120,25,6.5,Sugarcane
120,75,125,30,7,Sugarcane
125,75,125,30,7,Sugarcane
130,75,125,30,7,Sugarcane
135,75,125,30,7,Sugarcane
140,75,125,30,7,Sugarcane
145,75,125,30,7,Sugarcane
150,75,125,30,7,Sugarcane
120,80,130,35,6,Sugarcane
125,80,130,35,6,Sugarcane
130,80,130,35,6,Sugarcane
135,80,130,35,6,Sugarcane
140,80,130,35,6,Sugarcane
145,80,130,35,6,Sugarcane
150,80,130,35,6,Sugarcane
120,85,135,20,6.5,Sugarcane
125,85,135,20,6.5,Sugarcane
130,85,135,20,6.5,Sugarcane
135,85,135,20,6.5,Sugarcane
140,85,135,20,6.5,Sugarcane
145,85,135,20,6.5,Sugarcane
150,85,135,20,6.5,Sugarcane
120,90,140,25,7,Sugarcane
125,90,140,25,7,Sugarcane
130,90,140,25,7,Sugarcane
135,90,140,25,7,Sugarcane
140,90,140,25,7,Sugarcane
145,90,140,25,7,Sugarcane
150,90,140,25,7,Sugarcane
120,60,150,30,6,Sugarcane
125,60,150,30,6,Sugarcane
130,60,150,30,6,Sugarcane
135,60,150,30,6,Sugarcane
140,60,150,30,6,Sugarcane
145,60,150,30,6,Sugarcane
150,60,150,30,6,Sugarcane
120,65,120,35,6.5,Sugarcane
125,65,120,35,6.5,Sugarcane
130,65,120,35,6.5,Sugarcane
135,65,120,35,6.5,Sugarcane
140,65,120,35,6.5,Sugarcane
145,65,120,35,6.5,Sugarcane
150,65,120,35,6.5,Sugarcane
120,70,125,20,7,Sugarcane
125,70,125,20,7,Sugarcane
130,70,125,20,7,Sugarcane
135,70,125,20,7,Sugarcane
140,70,125,20,7,Sugarcane
145,70,125,20,7,Sugarcane
150,70,125,20,7,Sugarcane
120,75,130,25,6,Sugarcane
125,75,130,25,6,Sugarcane
130,75,130,25,6,Sugarcane
135,75,130,25,6,Sugarcane
140,75,130,25,6,Sugarcane
145,75,130,25,6,Sugarcane
150,75,130,25,6,Sugarcane
120,80,135,30,6.5,Sugarcane
125,80,135,30,6.5,Sugarcane
130,80,135,30,6.5,Sugarcane
135,80,135,30,6.5,Sugarcane
140,80,135,30,6.5,Sugarcane
145,80,135,30,6.5,Sugarcane
150,80,135,30,6.5,Sugarcane
120,85,140,35,7,Sugarcane
125,85,140,35,7,Sugarcane
130,85,140,35,7,Sugarcane
135,85,140,35,7,Sugarcane
140,85,140,35,7,Sugarcane
145,85,140,35,7,Sugarcane
150,85,140,35,7,Sugarcane
120,90,145,20,6,Sugarcane
125,90,145,20,6,Sugarcane
130,90,145,20,6,Sugarcane
135,90,145,20,6,Sugarcane
140,90,145,20,6,Sugarcane
145,90,145,20,6,Sugarcane
150,90,145,20,6,Sugarcane
40,40,60,20,5.5,Ginger
45,40,60,20,5.5,Ginger
50,40,60,20,5.5,Ginger
55,40,60,20,5.5,Ginger
60,40,60,20,5.5,Ginger
40,45,65,25,6,Ginger
45,45,65,25,6,Ginger
50,45,65,25,6,Ginger
55,45,65,25,6,Ginger
60,45,65,25,6,Ginger
40,50,70,30,6.5,Ginger
45,50,70,30,6.5,Ginger
50,50,70,30,6.5,Ginger
55,50,70,30,6.5,Ginger
60,50,70,30,6.5,Ginger
40,55,75,35,5.5,Ginger
45,55,75,35,5.5,Ginger
50,55,75,35,5.5,Ginger
55,55,75,35,5.5,Ginger
60,55,75,35,5.5,Ginger
40,60,80,20,6,Ginger
45,60,80,20,6,Ginger
50,60,80,20,6,Ginger
55,60,80,20,6,Ginger
60,60,80,20,6,Ginger
40,40,65,25,6.5,Ginger
45,40,65,25,6.5,Ginger
50,40,65,25,6.5,Ginger
55,40,65,25,6.5,Ginger
60,40,65,25,6.5,Ginger
40,45,70,30,5.5,Ginger
45,45,70,30,5.5,Ginger
50,45,70,30,5.5,Ginger
55,45,70,30,5.5,Ginger
60,45,70,30,5.5,Ginger
40,50,75,35,6,Ginger
45,50,75,35,6,Ginger
50,50,75,35,6,Ginger
55,50,75,35,6,Ginger
60,50,75,35,6,Ginger
40,55,80,20,6.5,Ginger
45,55,80,20,6.5,Ginger
50,55,80,20,6.5,Ginger
55,55,80,20,6.5,Ginger
60,55,80,20,6.5,Ginger
40,60,60,25,5.5,Ginger
45,60,60,25,5.5,Ginger
50,60,60,25,5.5,Ginger
55,60,60,25,5.5,Ginger
60,60,60,25,5.5,Ginger
40,40,70,30,6,Ginger
45,40,70,30,6,Ginger
50,40,70,30,6,Ginger
55,40,70,30,6,Ginger
60,40,70,30,6,Ginger
40,45,75,35,6.5,Ginger
45,45,75,35,6.5,Ginger
50,45,75,35,6.5,Ginger
55,45,75,35,6.5,Ginger
60,45,75,35,6.5,Ginger
40,50,80,20,5.5,Ginger
45,50,80,20,5.5,Ginger
50,50,80,20,5.5,Ginger
55,50,80,20,5.5,Ginger
60,50,80,20,5.5,Ginger
40,55,60,25,6,Ginger
45,55,60,25,6,Ginger
50,55,60,25,6,Ginger
55,55,60,25,6,Ginger
60,55,60,25,6,Ginger
40,60,65,30,6.5,Ginger
45,60,65,30,6.5,Ginger
50,60,65,30,6.5,Ginger
55,60,65,30,6.5,Ginger
60,60,65,30,6.5,Ginger
40,40,75,35,5.5,Ginger
45,40,75,35,5.5,Ginger
50,40,75,35,5.5,Ginger
55,40,75,35,5.5,Ginger
60,40,75,35,5.5,Ginger
40,45,80,20,6,Ginger
45,45,80,20,6,Ginger
50,45,80,20,6,Ginger
55,45,80,20,6,Ginger
60,45,80,20,6,Ginger
40,50,60,25,6.5,Ginger
45,50,60,25,6.5,Ginger
50,50,60,25,6.5,Ginger
55,50,60,25,6.5,Ginger
60,50,60,25,6.5,Ginger
40,55,65,30,5.5,Ginger
45,55,65,30,5.5,Ginger
50,55,65,30,5.5,Ginger
55,55,65,30,5.5,Ginger
60,55,65,30,5.5,Ginger
40,60,70,35,6,Ginger
45,60,70,35,6,Ginger
50,60,70,35,6,Ginger
55,60,70,35,6,Ginger
60,60,70,35,6,Ginger
40,40,80,20,6.5,Ginger
45,40,80,20,6.5,Ginger
50,40,80,20,6.5,Ginger
55,40,80,20,6.5,Ginger
60,40,80,20,6.5,Ginger
40,45,60,25,5.5,Ginger
45,45,60,25,5.5,Ginger
50,45,60,25,5.5,Ginger
55,45,60,25,5.5,Ginger
60,45,60,25,5.5,Ginger
40,50,65,30,6,Ginger
45,50,65,30,6,Ginger
50,50,65,30,6,Ginger
55,50,65,30,6,Ginger
60,50,65,30,6,Ginger
40,55,70,35,6.5,Ginger
45,55,70,35,6.5,Ginger
50,55,70,35,6.5,Ginger
55,55,70,35,6.5,Ginger
60,55,70,35,6.5,Ginger
40,60,75,20,5.5,Ginger
45,60,75,20,5.5,Ginger
50,60,75,20,5.5,Ginger
55,60,75,20,5.5,Ginger
60,60,75,20,5.5,Ginger
50,50,40,20,5.5,Turmeric
55,50,40,20,5.5,Turmeric
60,50,40,20,5.5,Turmeric
50,55,45,25,6,Turmeric
55,55,45,25,6,Turmeric
60,55,45,25,6,Turmeric
50,60,50,30,6.5,Turmeric
55,60,50,30,6.5,Turmeric
60,60,50,30,6.5,Turmeric
50,50,45,20,7,Turmeric
55,50,45,20,7,Turmeric
60,50,45,20,7,Turmeric
50,55,50,25,7.5,Turmeric
55,55,50,25,7.5,Turmeric
60,55,50,25,7.5,Turmeric
50,60,40,30,5.5,Turmeric
55,60,40,30,5.5,Turmeric
60,60,40,30,5.5,Turmeric
50,50,50,20,6,Turmeric
55,50,50,20,6,Turmeric
60,50,50,20,6,Turmeric
50,55,40,25,6.5,Turmeric
55,55,40,25,6.5,Turmeric
60,55,40,25,6.5,Turmeric
50,60,45,30,7,Turmeric
55,60,45,30,7,Turmeric
60,60,45,30,7,Turmeric
60,40,40,15,6,Wheat
65,40,40,15,6,Wheat
70,40,40,15,6,Wheat
75,40,40,15,6,Wheat
80,40,40,15,6,Wheat
60,45,45,20,6.5,Wheat
65,45,45,20,6.5,Wheat
70,45,45,20,6.5,Wheat
75,45,45,20,6.5,Wheat
80,45,45,20,6.5,Wheat
60,50,50,25,7,Wheat
65,50,50,25,7,Wheat
70,50,50,25,7,Wheat
75,50,50,25,7,Wheat
80,50,50,25,7,Wheat
60,55,55,15,7.5,Wheat
65,55,55,15,7.5,Wheat
70,55,55,15,7.5,Wheat
75,55,55,15,7.5,Wheat
80,55,55,15,7.5,Wheat
60,60,60,20,6,Wheat
65,60,60,20,6,Wheat
70,60,60,20,6,Wheat
75,60,60,20,6,Wheat
80,60,60,20,6,Wheat
60,40,45,25,6.5,Wheat
65,40,45,25,6.5,Wheat
70,40,45,25,6.5,Wheat
75,40,45,25,6.5,Wheat
80,40,45,25,6.5,Wheat
60,45,50,15,7,Wheat
65,45,50,15,7,Wheat
70,45,50,15,7,Wheat
75,45,50,15,7,Wheat
80,45,50,15,7,Wheat
60,50,55,20,7.5,Wheat
65,50,55,20,7.5,Wheat
70,50,55,20,7.5,Wheat
75,50,55,20,7.5,Wheat
80,50,55,20,7.5,Wheat
60,55,60,25,6,Wheat
65,55,60,25,6,Wheat
70,55,60,25,6,Wheat
75,55,60,25,6,Wheat
80,55,60,25,6,Wheat
60,60,40,15,6.5,Wheat
65,60,40,15,6.5,Wheat
70,60,40,15,6.5,Wheat
75,60,40,15,6.5,Wheat
80,60,40,15,6.5,Wheat
60,40,50,20,7,Wheat
65,40,50,20,7,Wheat
70,40,50,20,7,Wheat
75,40,50,20,7,Wheat
80,40,50,20,7,Wheat
60,45,55,25,7.5,Wheat
65,45,55,25,7.5,Wheat
70,45,55,25,7.5,Wheat
75,45,55,25,7.5,Wheat
80,45,55,25,7.5,Wheat
60,50,60,15,6,Wheat
65,50,60,15,6,Wheat
70,50,60,15,6,Wheat
75,50,60,15,6,Wheat
80,50,60,15,6,Wheat
60,55,40,20,6.5,Wheat
65,55,40,20,6.5,Wheat
70,55,40,20,6.5,Wheat
75,55,40,20,6.5,Wheat
80,55,40,20,6.5,Wheat
60,60,45,25,7,Wheat
65,60,45,25,7,Wheat
70,60,45,25,7,Wheat
75,60,45,25,7,Wheat
80,60,45,25,7,Wheat
60,40,55,15,7.5,Wheat
65,40,55,15,7.5,Wheat
70,40,55,15,7.5,Wheat
75,40,55,15,7.5,Wheat
80,40,55,15,7.5,Wheat
60,45,60,20,6,Wheat
65,45,60,20,6,Wheat
70,45,60,20,6,Wheat
75,45,60,20,6,Wheat
80,45,60,20,6,Wheat
60,50,40,25,6.5,Wheat
65,50,40,25,6.5,Wheat
70,50,40,25,6.5,Wheat
75,50,40,25,6.5,Wheat
80,50,40,25,6.5,Wheat
60,55,45,15,7,Wheat
65,55,45,15,7,Wheat
70,55,45,15,7,Wheat
75,55,45,15,7,Wheat
80,55,45,15,7,Wheat
60,60,50,20,7.5,Wheat
65,60,50,20,7.5,Wheat
70,60,50,20,7.5,Wheat
75,60,50,20,7.5,Wheat
80,60,50,20,7.5,Wheat
60,40,60,25,6,Wheat
65,40,60,25,6,Wheat
70,40,60,25,6,Wheat
75,40,60,25,6,Wheat
80,40,60,25,6,Wheat
60,45,40,15,6.5,Wheat
65,45,40,15,6.5,Wheat
70,45,40,15,6.5,Wheat
75,45,40,15,6.5,Wheat
80,45,40,15,6.5,Wheat
60,50,45,20,7,Wheat
65,50,45,20,7,Wheat
70,50,45,20,7,Wheat
75,50,45,20,7,Wheat
80,50,45,20,7,Wheat
60,55,50,25,7.5,Wheat
65,55,50,25,7.5,Wheat
70,55,50,25,7.5,Wheat
75,55,50,25,7.5,Wheat
80,55,50,25,7.5,Wheat
60,60,55,15,6,Wheat
65,60,55,15,6,Wheat
70,60,55,15,6,Wheat
75,60,55,15,6,Wheat
80,60,55,15,6,Wheat
120,60,80,20,6.5,Sugarcane
125,60,80,20,6.5,Sugarcane
130,60,80,20,6.5,Sugarcane
135,60,80,20,6.5,Sugarcane
140,60,80,20,6.5,Sugarcane
145,60,80,20,6.5,Sugarcane
150,60,80,20,6.5,Sugarcane
120,65,85,25,7,Sugarcane
125,65,85,25,7,Sugarcane
130,65,85,25,7,Sugarcane
135,65,85,25,7,Sugarcane
140,65,85,25,7,Sugarcane
145,65,85,25,7,Sugarcane
150,65,85,25,7,Sugarcane
120,70,90,30,6.5,Sugarcane
125,70,90,30,6.5,Sugarcane
130,70,90,30,6.5,Sugarcane
135,70,90,30,6.5,Sugarcane
140,70,90,30,6.5,Sugarcane
145,70,90,30,6.5,Sugarcane
150,70,90,30,6.5,Sugarcane
120,75,95,20,7,Sugarcane
125,75,95,20,7,Sugarcane
130,75,95,20,7,Sugarcane
135,75,95,20,7,Sugarcane
140,75,95,20,7,Sugarcane
145,75,95,20,7,Sugarcane
150,75,95,20,7,Sugarcane
120,80,100,25,6.5,Sugarcane
125,80,100,25,6.5,Sugarcane
130,80,100,25,6.5,Sugarcane
135,80,100,25,6.5,Sugarcane
140,80,100,25,6.5,Sugarcane
145,80,100,25,6.5,Sugarcane
150,80,100,25,6.5,Sugarcane
120,60,85,30,7,Sugarcane
125,60,85,30,7,Sugarcane
130,60,85,30,7,Sugarcane
135,60,85,30,7,Sugarcane
140,60,85,30,7,Sugarcane
145,60,85,30,7,Sugarcane
150,60,85,30,7,Sugarcane
120,65,90,20,6.5,Sugarcane
125,65,90,20,6.5,Sugarcane
130,65,90,20,6.5,Sugarcane
135,65,90,20,6.5,Sugarcane
140,65,90,20,6.5,Sugarcane
145,65,90,20,6.5,Sugarcane
150,65,90,20,6.5,Sugarcane
120,70,95,25,7,Sugarcane
125,70,95,25,7,Sugarcane
130,70,95,25,7,Sugarcane
135,70,95,25,7,Sugarcane
140,70,95,25,7,Sugarcane
145,70,95,25,7,Sugarcane
150,70,95,25,7,Sugarcane
120,75,100,30,6.5,Sugarcane
125,75,100,30,6.5,Sugarcane
130,75,100,30,6.5,Sugarcane
135,75,100,30,6.5,Sugarcane
140,75,100,30,6.5,Sugarcane
145,75,100,30,6.5,Sugarcane
150,75,100,30,6.5,Sugarcane
120,80,80,20,7,Sugarcane
125,80,80,20,7,Sugarcane
130,80,80,20,7,Sugarcane
135,80,80,20,7,Sugarcane
140,80,80,20,7,Sugarcane
145,80,80,20,7,Sugarcane
150,80,80,20,7,Sugarcane
120,60,90,25,6.5,Sugarcane
125,60,90,25,6.5,Sugarcane
130,60,90,25,6.5,Sugarcane
135,60,90,25,6.5,Sugarcane
140,60,90,25,6.5,Sugarcane
145,60,90,25,6.5,Sugarcane
150,60,90,25,6.5,Sugarcane
120,65,95,30,7,Sugarcane
125,65,95,30,7,Sugarcane
130,65,95,30,7,Sugarcane
135,65,95,30,7,Sugarcane
140,65,95,30,7,Sugarcane
145,65,95,30,7,Sugarcane
150,65,95,30,7,Sugarcane
120,70,100,20,6.5,Sugarcane
125,70,100,20,6.5,Sugarcane
130,70,100,20,6.5,Sugarcane
135,70,100,20,6.5,Sugarcane
140,70,100,20,6.5,Sugarcane
145,70,100,20,6.5,Sugarcane
150,70,100,20,6.5,Sugarcane
120,75,80,25,7,Sugarcane
125,75,80,25,7,Sugarcane
130,75,80,25,7,Sugarcane
135,75,80,25,7,Sugarcane
140,75,80,25,7,Sugarcane
145,75,80,25,7,Sugarcane
150,75,80,25,7,Sugarcane
120,80,85,30,6.5,Sugarcane
125,80,85,30,6.5,Sugarcane
130,80,85,30,6.5,Sugarcane
135,80,85,30,6.5,Sugarcane
140,80,85,30,6.5,Sugarcane
145,80,85,30,6.5,Sugarcane
150,80,85,30,6.5,Sugarcane
120,60,95,20,7,Sugarcane
125,60,95,20,7,Sugarcane
130,60,95,20,7,Sugarcane
135,60,95,20,7,Sugarcane
140,60,95,20,7,Sugarcane
145,60,95,20,7,Sugarcane
150,60,95,20,7,Sugarcane
120,65,100,25,6.5,Sugarcane
125,65,100,25,6.5,Sugarcane
130,65,100,25,6.5,Sugarcane
135,65,100,25,6.5,Sugarcane
140,65,100,25,6.5,Sugarcane
145,65,100,25,6.5,Sugarcane
150,65,100,25,6.5,Sugarcane
120,70,80,30,7,Sugarcane
125,70,80,30,7,Sugarcane
130,70,80,30,7,Sugarcane
135,70,80,30,7,Sugarcane
140,70,80,30,7,Sugarcane
145,70,80,30,7,Sugarcane
150,70,80,30,7,Sugarcane
120,75,85,20,6.5,Sugarcane
125,75,85,20,6.5,Sugarcane
130,75,85,20,6.5,Sugarcane
135,75,85,20,6.5,Sugarcane
140,75,85,20,6.5,Sugarcane
145,75,85,20,6.5,Sugarcane
150,75,85,20,6.5,Sugarcane
120,80,90,25,7,Sugarcane
125,80,90,25,7,Sugarcane
130,80,90,25,7,Sugarcane
135,80,90,25,7,Sugarcane
140,80,90,25,7,Sugarcane
145,80,90,25,7,Sugarcane
150,80,90,25,7,Sugarcane
120,60,100,30,6.5,Sugarcane
125,60,100,30,6.5,Sugarcane
130,60,100,30,6.5,Sugarcane
135,60,100,30,6.5,Sugarcane
140,60,100,30,6.5,Sugarcane
145,60,100,30,6.5,Sugarcane
150,60,100,30,6.5,Sugarcane
120,65,80,20,7,Sugarcane
125,65,80,20,7,Sugarcane
130,65,80,20,7,Sugarcane
135,65,80,20,7,Sugarcane
140,65,80,20,7,Sugarcane
145,65,80,20,7,Sugarcane
150,65,80,20,7,Sugarcane
120,70,85,25,6.5,Sugarcane
125,70,85,25,6.5,Sugarcane
130,70,85,25,6.5,Sugarcane
135,70,85,25,6.5,Sugarcane
140,70,85,25,6.5,Sugarcane
145,70,85,25,6.5,Sugarcane
150,70,85,25,6.5,Sugarcane
120,75,90,30,7,Sugarcane
125,75,90,30,7,Sugarcane
130,75,90,30,7,Sugarcane
135,75,90,30,7,Sugarcane
140,75,90,30,7,Sugarcane
145,75,90,30,7,Sugarcane
150,75,90,30,7,Sugarcane
120,80,95,20,6.5,Sugarcane
125,80,95,20,6.5,Sugarcane
130,80,95,20,6.5,Sugarcane
135,80,95,20,6.5,Sugarcane
140,80,95,20,6.5,Sugarcane
145,80,95,20,6.5,Sugarcane
150,80,95,20,6.5,Sugarcane
80,40,120,20,6,Grapes
85,40,120,20,6,Grapes
90,40,120,20,6,Grapes
95,40,120,20,6,Grapes
100,40,120,20,6,Grapes
80,45,125,25,6.5,Grapes
85,45,125,25,6.5,Grapes
90,45,125,25,6.5,Grapes
95,45,125,25,6.5,Grapes
100,45,125,25,6.5,Grapes
80,50,130,30,7,Grapes
85,50,130,30,7,Grapes
90,50,130,30,7,Grapes
95,50,130,30,7,Grapes
100,50,130,30,7,Grapes
80,55,135,20,7.5,Grapes
85,55,135,20,7.5,Grapes
90,55,135,20,7.5,Grapes
95,55,135,20,7.5,Grapes
100,55,135,20,7.5,Grapes
80,60,140,25,6,Grapes
85,60,140,25,6,Grapes
90,60,140,25,6,Grapes
95,60,140,25,6,Grapes
100,60,140,25,6,Grapes
80,40,125,30,6.5,Grapes
85,40,125,30,6.5,Grapes
90,40,125,30,6.5,Grapes
95,40,125,30,6.5,Grapes
100,40,125,30,6.5,Grapes
80,45,130,20,7,Grapes
85,45,130,20,7,Grapes
90,45,130,20,7,Grapes
95,45,130,20,7,Grapes
100,45,130,20,7,Grapes
80,50,135,25,7.5,Grapes
85,50,135,25,7.5,Grapes
90,50,135,25,7.5,Grapes
95,50,135,25,7.5,Grapes
100,50,135,25,7.5,Grapes
80,55,140,30,6,Grapes
85,55,140,30,6,Grapes
90,55,140,30,6,Grapes
95,55,140,30,6,Grapes
100,55,140,30,6,Grapes
80,60,120,20,6.5,Grapes
85,60,120,20,6.5,Grapes
90,60,120,20,6.5,Grapes
95,60,120,20,6.5,Grapes
100,60,120,20,6.5,Grapes
80,40,130,25,7,Grapes
85,40,130,25,7,Grapes
90,40,130,25,7,Grapes
95,40,130,25,7,Grapes
100,40,130,25,7,Grapes
80,45,135,30,7.5,Grapes
85,45,135,30,7.5,Grapes
90,45,135,30,7.5,Grapes
95,45,135,30,7.5,Grapes
100,45,135,30,7.5,Grapes
80,50,140,20,6,Grapes
85,50,140,20,6,Grapes
90,50,140,20,6,Grapes
95,50,140,20,6,Grapes
100,50,140,20,6,Grapes
80,55,120,25,6.5,Grapes
85,55,120,25,6.5,Grapes
90,55,120,25,6.5,Grapes
95,55,120,25,6.5,Grapes
100,55,120,25,6.5,Grapes
80,60,125,30,7,Grapes
85,60,125,30,7,Grapes
90,60,125,30,7,Grapes
95,60,125,30,7,Grapes
100,60,125,30,7,Grapes
80,40,135,20,7.5,Grapes
85,40,135,20,7.5,Grapes
90,40,135,20,7.5,Grapes
95,40,135,20,7.5,Grapes
100,40,135,20,7.5,Grapes
80,45,140,25,6,Grapes
85,45,140,25,6,Grapes
90,45,140,25,6,Grapes
95,45,140,25,6,Grapes
100,45,140,25,6,Grapes
80,50,120,30,6.5,Grapes
85,50,120,30,6.5,Grapes
90,50,120,30,6.5,Grapes
95,50,120,30,6.5,Grapes
100,50,120,30,6.5,Grapes
80,55,125,20,7,Grapes
85,55,125,20,7,Grapes
90,55,125,20,7,Grapes
95,55,125,20,7,Grapes
100,55,125,20,7,Grapes
80,60,130,25,7.5,Grapes
85,60,130,25,7.5,Grapes
90,60,130,25,7.5,Grapes
95,60,130,25,7.5,Grapes
100,60,130,25,7.5,Grapes
80,40,140,30,6,Grapes
85,40,140,30,6,Grapes
90,40,140,30,6,Grapes
95,40,140,30,6,Grapes
100,40,140,30,6,Grapes
80,45,120,20,6.5,Grapes
85,45,120,20,6.5,Grapes
90,45,120,20,6.5,Grapes
95,45,120,20,6.5,Grapes
100,45,120,20,6.5,Grapes
80,50,125,25,7,Grapes
85,50,125,25,7,Grapes
90,50,125,25,7,Grapes
95,50,125,25,7,Grapes
100,50,125,25,7,Grapes
80,55,130,30,7.5,Grapes
85,55,130,30,7.5,Grapes
90,55,130,30,7.5,Grapes
95,55,130,30,7.5,Grapes
100,55,130,30,7.5,Grapes
80,60,135,20,6,Grapes
85,60,135,20,6,Grapes
90,60,135,20,6,Grapes
95,60,135,20,6,Grapes
100,60,135,20,6,Grapes
120,60,40,20,5.5,Maize
125,60,40,20,5.5,Maize
130,60,40,20,5.5,Maize
